id_odsp,date,country,ht,at,league,price,available_seats
tO4kK6oo/,2021-10-26,spain,Mallorca,Sporting Gijon,SP1,29,9958
tS8du8NA/,2021-10-26,spain,Real Madrid,Villarreal,SP1,57,9139
Y19htl84/,2021-10-26,spain,Levante,Real Sociedad,SP1,115,25029
zX6eYeBH/,2021-10-26,italy,Cesena,Cagliari,I1,98,11473
4YqwNa7q/,2021-10-27,spain,Espanyol,Real Betis,SP1,65,4724
bqHuqjOo/,2021-10-27,spain,Athletic Bilbao,Atletico Madrid,SP1,103,7534
hhewmeQA/,2021-10-27,italy,Palermo,Lecce,I1,72,2079
bkKh2WJl/,2021-10-28,germany,SC Freiburg,Bayer Leverkusen,D1,31,28594
00LMl81F/,2021-10-29,italy,AS Roma,AC Milan,I1,50,297
2NAituEL/,2021-10-29,spain,Real Sociedad,Real Madrid,SP1,98,14465
6Tn5L8es/,2021-10-29,france,Paris Saint-Germain,Caen,F1,41,4901
ABKINlHF/,2021-10-29,england,Chelsea,Arsenal,E0,97,21145
AFhpr1q9/,2021-10-29,spain,Valencia,Getafe,SP1,71,11990
AP3sFXY7/,2021-10-29,france,Lyon,St Etienne,F1,113,13413
AsV8LKK9/,2021-10-29,germany,Schalke 04,TSG Hoffenheim,D1,98,10243
b5S8xlW8/,2021-10-29,england,Wigan,Fulham,E0,41,6850
CbmoLwxd/,2021-10-29,spain,Barcelona,Mallorca,SP1,96,18109
EcAYGg4e/,2021-10-29,france,Dijon FCO,Marseille,F1,53,1262
EuN4aU37/,2021-10-29,germany,VfL Wolfsburg,Hertha Berlin,D1,61,2993
h6z4M053/,2021-10-29,germany,Bayern Munich,Nurnberg,D1,90,17826
hWL8blJD/,2021-10-29,germany,Borussia Monchengladbach,Hannover 96,D1,41,19767
hzANM8WL/,2021-10-29,england,Everton,Manchester Utd,E0,103,14282
KET4wUG2/,2021-10-29,england,West Brom,Liverpool,E0,79,21516
ljDAFQOe/,2021-10-29,england,Sunderland,Aston Villa,E0,69,27794
OSDrOhwq/,2021-10-29,england,Swansea,Bolton,E0,49,11198
pn0duaTR/,2021-10-29,spain,Villarreal,Rayo Vallecano,SP1,99,21735
SpGXwHB8/,2021-10-29,france,Montpellier,AS Nancy Lorraine,F1,75,27210
SzP1Hnfq/,2021-10-29,england,Norwich City,Blackburn,E0,113,14975
t0pNT6Pk/,2021-10-29,italy,Catania,Napoli,I1,35,8080
tE9c1jZf/,2021-10-29,germany,VfB Stuttgart,Borussia Dortmund,D1,79,13835
tpCQIFZr/,2021-10-29,france,AC Ajaccio,Bordeaux,F1,102,2808
tUit3C4r/,2021-10-29,germany,Mainz,Werder Bremen,D1,117,17852
WY4wGDJ1/,2021-10-29,france,Evian Thonon Gaillard,AJ Auxerre,F1,104,19173
xSwWRpf2/,2021-10-29,italy,Internazionale,Juventus,I1,20,15870
z7BUHZlk/,2021-10-29,france,Brest,Lorient,F1,66,20374
zqXZLSoS/,2021-10-29,england,Manchester City,Wolves,E0,70,29491
29oJUnAq/,2021-10-30,italy,Cagliari,Lazio,I1,113,14541
2gHEEpv2/,2021-10-30,england,Tottenham,QPR,E0,78,9968
4xhlsLbF/,2021-10-30,spain,Osasuna,Levante,SP1,92,17250
EgjDJnQg/,2021-10-30,france,Valenciennes,Lille,F1,90,12244
fmjMjUW2/,2021-10-30,italy,Lecce,Novara,I1,86,11555
jDAWzJyq/,2021-10-30,spain,Malaga,Espanyol,SP1,118,8485
jknkKci2/,2021-10-30,spain,Sporting Gijon,Athletic Bilbao,SP1,92,15793
K4810Al1/,2021-10-30,germany,FC Cologne,FC Augsburg,D1,92,6323
KnFzzwik/,2021-10-30,spain,Racing Santander,Real Betis,SP1,107,11637
lYTCKvzG/,2021-10-30,germany,Hamburg SV,Kaiserslautern,D1,29,7669
OOZRSQvd/,2021-10-30,italy,Fiorentina,Genoa,I1,25,15254
pKo9KSAm/,2021-10-30,france,Toulouse,Stade Rennes,F1,75,29895
QVYzwyRE/,2021-10-30,france,Nice,Sochaux,F1,58,28727
viKQmSGL/,2021-10-30,italy,Siena,Chievo Verona,I1,71,25051
WOgtqsU2/,2021-10-30,spain,Atletico Madrid,Real Zaragoza,SP1,29,1727
YDJUnnWR/,2021-10-30,italy,Udinese,Palermo,I1,70,27793
YwkQkln9/,2021-10-30,italy,Parma,Cesena,I1,84,9059
z1IknFuH/,2021-10-30,italy,Bologna,Atalanta,I1,22,26162
6RN5G69k/,2021-10-31,england,Stoke City,Newcastle,E0,107,29337
IylsMJMk/,2021-10-31,spain,Sevilla,Granada,SP1,28,29773
SWfx0bFm/,2021-11-04,germany,Mainz,VfB Stuttgart,D1,31,11424
0MAc7tND/,2021-11-05,germany,Borussia Dortmund,VfL Wolfsburg,D1,120,21781
0Y0dTqge/,2021-11-05,england,Manchester Utd,Sunderland,E0,94,647
42Hhbxp0/,2021-11-05,germany,TSG Hoffenheim,Kaiserslautern,D1,28,2788
4Ic9zS0L/,2021-11-05,england,Aston Villa,Norwich City,E0,64,5154
6i3mNChk/,2021-11-05,england,Liverpool,Swansea,E0,54,2506
8b44RNN7/,2021-11-05,england,QPR,Manchester City,E0,49,23776
8nE55KiQ/,2021-11-05,germany,Werder Bremen,FC Cologne,D1,68,13185
AuIlaIUg/,2021-11-05,germany,Nurnberg,SC Freiburg,D1,20,23628
b1A1dGEC/,2021-11-05,germany,Hertha Berlin,Borussia Monchengladbach,D1,27,22469
bucDZoGR/,2021-11-05,england,Blackburn,Chelsea,E0,77,26867
dKIIofCK/,2021-11-05,italy,Novara,AS Roma,I1,117,25078
EPE160xK/,2021-11-05,germany,Bayer Leverkusen,Hamburg SV,D1,112,7669
ni6xG4PI/,2021-11-05,france,Lille,Evian Thonon Gaillard,F1,118,9197
QRb5y8oF/,2021-11-05,england,Arsenal,West Brom,E0,90,16230
SrwSnGze/,2021-11-05,spain,Real Betis,Malaga,SP1,98,2634
t23qYGL1/,2021-11-05,spain,Mallorca,Sevilla,SP1,59,24658
U750S381/,2021-11-05,england,Newcastle,Everton,E0,54,28175
WSZvfbrL/,2021-11-05,spain,Levante,Valencia,SP1,101,21143
zBHMpERQ/,2021-11-05,italy,Palermo,Bologna,I1,101,2461
6HvpGELh/,2021-11-06,france,St Etienne,Montpellier,F1,20,8761
Ae0X0v0s/,2021-11-06,germany,Hannover 96,Schalke 04,D1,74,20085
AJYrgIcR/,2021-11-06,spain,Real Madrid,Osasuna,SP1,26,2736
biyxIzit/,2021-11-06,france,AS Nancy Lorraine,Brest,F1,52,3483
bwEvZd6e/,2021-11-06,spain,Granada,Racing Santander,SP1,114,7170
CQJwdKD8/,2021-11-06,spain,Real Zaragoza,Sporting Gijon,SP1,62,15346
d2DPI6u0/,2021-11-06,france,AJ Auxerre,Toulouse,F1,84,4767
dGO9sQgk/,2021-11-06,italy,Cesena,Lecce,I1,83,14789
drkAMGrP/,2021-11-06,france,Marseille,Nice,F1,81,2001
EiZ4r6vq/,2021-11-06,italy,Atalanta,Cagliari,I1,60,21630
EL6ej708/,2021-11-06,england,Wolves,Wigan,E0,92,15855
f57mXzy8/,2021-11-06,spain,Athletic Bilbao,Barcelona,SP1,25,5454
G4aktYZs/,2021-11-06,italy,Udinese,Siena,I1,52,8060
GxLdcda6/,2021-11-06,germany,FC Augsburg,Bayern Munich,D1,42,7305
hEztHf6n/,2021-11-06,france,Stade Rennes,Valenciennes,F1,32,12992
hU6YGpAC/,2021-11-06,france,Caen,Dijon FCO,F1,29,4671
jHIsevTE/,2021-11-06,spain,Getafe,Atletico Madrid,SP1,102,8236
jNFAmGs8/,2021-11-06,italy,AC Milan,Catania,I1,72,17055
ltUlFYza/,2021-11-06,france,Sochaux,Lyon,F1,38,28801
Ms2hUPwk/,2021-11-06,england,Fulham,Tottenham,E0,43,15097
pKmNmdLl/,2021-11-06,spain,Espanyol,Villarreal,SP1,34,12637
Qs5tFOvP/,2021-11-06,france,Lorient,AC Ajaccio,F1,22,10645
rXQLvOw8/,2021-11-06,italy,Lazio,Parma,I1,91,27759
SbLAlx6r/,2021-11-06,spain,Rayo Vallecano,Real Sociedad,SP1,25,16115
vJCmV5Or/,2021-11-06,england,Bolton,Stoke City,E0,114,6526
vR2UHQf6/,2021-11-06,france,Bordeaux,Paris Saint-Germain,F1,50,6765
z7NDtp9e/,2021-11-06,italy,Chievo Verona,Fiorentina,I1,47,25353
lAuqTi5b/,2021-11-18,france,Toulouse,Lille,F1,54,1508
S06WDHqm/,2021-11-18,germany,Kaiserslautern,Bayer Leverkusen,D1,55,5821
YDmIAAkU/,2021-11-18,france,Lyon,Stade Rennes,F1,91,12452
2VhabDtK/,2021-11-19,italy,Napoli,Lazio,I1,64,17255
6wQ9wWJ0/,2021-11-19,italy,Fiorentina,AC Milan,I1,41,7703
drXWWIam/,2021-11-19,england,Manchester City,Newcastle,E0,78,2931
dSllVdUa/,2021-11-19,england,Stoke City,QPR,E0,97,12316
EauvpEKD/,2021-11-19,spain,Barcelona,Real Zaragoza,SP1,20,9433
Ec2SEcUt/,2021-11-19,germany,SC Freiburg,Hertha Berlin,D1,108,16691
EimWVgLu/,2021-11-19,france,Montpellier,Marseille,F1,73,20669
EJRyWxFg/,2021-11-19,england,Norwich City,Arsenal,E0,38,9291
hrnzVDzn/,2021-11-19,france,Nice,St Etienne,F1,68,26707
IiYSXbps/,2021-11-19,england,Everton,Wolves,E0,86,16240
jklhUGq6/,2021-11-19,england,Sunderland,Fulham,E0,58,15273
MkrmqGkQ/,2021-11-19,spain,Valencia,Real Madrid,SP1,83,6393
MwpEBjzO/,2021-11-19,france,Evian Thonon Gaillard,Lorient,F1,48,6589
nHs1SfEI/,2021-11-19,england,West Brom,Bolton,E0,86,22839
OrnWxESg/,2021-11-19,spain,Villarreal,Real Betis,SP1,117,3825
OYrlAZrC/,2021-11-19,germany,Borussia Monchengladbach,Werder Bremen,D1,66,20280
pr2iMW7e/,2021-11-19,england,Swansea,Manchester Utd,E0,69,20946
prppBFT5/,2021-11-19,germany,VfL Wolfsburg,Hannover 96,D1,95,22559
Q7t5RETO/,2021-11-19,england,Wigan,Blackburn,E0,62,11087
ShEIyAlD/,2021-11-19,italy,Internazionale,Cagliari,I1,27,25694
UPQeKJ6J/,2021-11-19,germany,Schalke 04,Nurnberg,D1,92,2211
vFf9CWKH/,2021-11-19,france,Dijon FCO,Bordeaux,F1,27,16547
Wli1Ehj5/,2021-11-19,france,AC Ajaccio,Caen,F1,36,3003
xh95ezUI/,2021-11-19,germany,Bayern Munich,Borussia Dortmund,D1,117,4547
0Oe5DC5B/,2021-11-20,france,Brest,Sochaux,F1,57,18066
8GPaJwMP/,2021-11-20,germany,Hamburg SV,TSG Hoffenheim,D1,26,17974
AJtuUXkh/,2021-11-20,france,Paris Saint-Germain,AS Nancy Lorraine,F1,26,535
bDM1uhkl/,2021-11-20,italy,Bologna,Cesena,I1,108,18631
GhuuoxLD/,2021-11-20,spain,Sporting Gijon,Getafe,SP1,94,12317
GxZZiBJm/,2021-11-20,italy,Siena,Atalanta,I1,96,11309
hzM5vC4f/,2021-11-20,italy,Catania,Chievo Verona,I1,115,23478
l2FExjZ6/,2021-11-20,italy,Genoa,Novara,I1,68,15012
MFZVhi4s/,2021-11-20,italy,AS Roma,Lecce,I1,93,28749
MN5zDyag/,2021-11-20,germany,VfB Stuttgart,FC Augsburg,D1,31,27785
ObUEvzbs/,2021-11-20,spain,Osasuna,Rayo Vallecano,SP1,42,16619
OvfeagRD/,2021-11-20,italy,Juventus,Palermo,I1,23,12024
pfr4cXeQ/,2021-11-20,italy,Parma,Udinese,I1,44,19580
QeAakRFE/,2021-11-20,england,Chelsea,Liverpool,E0,96,25958
rXvmSBK4/,2021-11-20,france,Valenciennes,AJ Auxerre,F1,109,9858
SSrqpdzK/,2021-11-20,spain,Atletico Madrid,Levante,SP1,78,10036
tzPJwfDm/,2021-11-20,spain,Real Sociedad,Espanyol,SP1,55,1674
z9tzof57/,2021-11-20,spain,Sevilla,Athletic Bilbao,SP1,43,12438
4hhdTzaC/,2021-11-21,england,Tottenham,Aston Villa,E0,74,1267
I5ozxYs0/,2021-11-21,spain,Racing Santander,Malaga,SP1,77,17775
ptkY4l3g/,2021-11-25,italy,Udinese,AS Roma,I1,116,7485
UJTRPEra/,2021-11-25,germany,FC Cologne,Borussia Monchengladbach,D1,47,23225
6RcEqxUn/,2021-11-26,england,Chelsea,Wolves,E0,82,20692
84uJRzEn/,2021-11-26,germany,Nurnberg,Kaiserslautern,D1,84,15714
AV0ttVl4/,2021-11-26,france,Sochaux,Montpellier,F1,105,16550
bodniVYg/,2021-11-26,italy,Atalanta,Napoli,I1,59,24945
d0OYtzE5/,2021-11-26,england,Norwich City,QPR,E0,52,9742
dpvQNYc5/,2021-11-26,germany,FC Augsburg,VfL Wolfsburg,D1,29,16943
Ei1MsGba/,2021-11-26,england,Manchester Utd,Newcastle,E0,91,21543
EyJwtfTB/,2021-11-26,england,Stoke City,Blackburn,E0,97,5169
hSHsuErI/,2021-11-26,england,Sunderland,Wigan,E0,100,22138
Ierh9gbI/,2021-11-26,germany,Borussia Dortmund,Schalke 04,D1,103,29765
j7wUMhDB/,2021-11-26,germany,Hertha Berlin,Bayer Leverkusen,D1,79,4177
KhAeigSt/,2021-11-26,spain,Real Madrid,Atletico Madrid,SP1,21,20202
lzkalTIC/,2021-11-26,italy,Lazio,Juventus,I1,112,6193
M7e8P94N/,2021-11-26,france,Lille,Brest,F1,105,28869
MgMskb6P/,2021-11-26,england,Arsenal,Fulham,E0,22,6445
nevNQfTh/,2021-11-26,germany,TSG Hoffenheim,SC Freiburg,D1,54,29975
nkHovYcO/,2021-11-26,england,West Brom,Tottenham,E0,112,5226
nL72mmYI/,2021-11-26,italy,Lecce,Catania,I1,82,23463
O289pIEt/,2021-11-26,england,Bolton,Everton,E0,78,15330
OEbUrX4o/,2021-11-26,france,AS Nancy Lorraine,Dijon FCO,F1,86,27994
rHd4QkkH/,2021-11-26,france,Bordeaux,Caen,F1,108,12425
S6eouk4A/,2021-11-26,france,Toulouse,Valenciennes,F1,75,28895
Wv2xsBZc/,2021-11-26,france,St Etienne,AC Ajaccio,F1,76,10355
WY8cBjQP/,2021-11-26,italy,Novara,Parma,I1,111,999
xI2YsiKi/,2021-11-26,france,Stade Rennes,Evian Thonon Gaillard,F1,109,1397
xMlmXdjP/,2021-11-26,germany,Hannover 96,Hamburg SV,D1,20,21530
YeEajDsm/,2021-11-26,spain,Rayo Vallecano,Valencia,SP1,101,16043
zLYOdF4J/,2021-11-26,spain,Getafe,Barcelona,SP1,43,502
0h7aRVZA/,2021-11-27,france,AJ Auxerre,Lyon,F1,116,26852
2HaT5Umm/,2021-11-27,italy,Siena,Internazionale,I1,74,2550
ARzGliCa/,2021-11-27,spain,Real Betis,Real Sociedad,SP1,40,483
EBXSeZJP/,2021-11-27,spain,Levante,Sporting Gijon,SP1,112,27982
EH6eLjN1/,2021-11-27,england,Swansea,Aston Villa,E0,119,26693
EXvqzCCC/,2021-11-27,spain,Athletic Bilbao,Granada,SP1,25,5903
fDkek936/,2021-11-27,italy,Cesena,Genoa,I1,87,9495
GMjijkl0/,2021-11-27,italy,Cagliari,Bologna,I1,61,23964
GrABOTJT/,2021-11-27,france,Lorient,Nice,F1,32,27033
hOwmZVRI/,2021-11-27,spain,Real Zaragoza,Sevilla,SP1,49,16516
hrAgCWAJ/,2021-11-27,italy,AC Milan,Chievo Verona,I1,104,14395
IidwKmSp/,2021-11-27,france,Marseille,Paris Saint-Germain,F1,86,6922
KU1Irdqg/,2021-11-27,england,Liverpool,Manchester City,E0,52,13631
OQ0P6AYt/,2021-11-27,italy,Palermo,Fiorentina,I1,45,15253
SID3kXdg/,2021-11-27,spain,Espanyol,Osasuna,SP1,31,6598
vVzFSGbt/,2021-11-27,germany,Mainz,Bayern Munich,D1,41,18085
W8kvyhc6/,2021-11-27,spain,Mallorca,Racing Santander,SP1,101,7940
Wbnd8DDO/,2021-11-27,germany,Werder Bremen,VfB Stuttgart,D1,43,11452
S2VKmBR5/,2021-11-28,spain,Malaga,Villarreal,SP1,117,9526
2cJEnzcE/,2021-11-29,italy,Napoli,Juventus,I1,55,5848
ImjtItn3/,2021-11-29,spain,Barcelona,Rayo Vallecano,SP1,34,29160
hjfJqvXp/,2021-12-02,italy,Genoa,AC Milan,I1,54,47
MgbYX6dp/,2021-12-02,france,Caen,Marseille,F1,92,14711
UcxYLCSH/,2021-12-02,germany,Bayer Leverkusen,TSG Hoffenheim,D1,90,18170
0GqXgDcB/,2021-12-03,england,Tottenham,Bolton,E0,48,23828
0pcxXQBj/,2021-12-03,france,Dijon FCO,Sochaux,F1,95,5181
0WRFeZSb/,2021-12-03,england,Newcastle,Chelsea,E0,110,11081
230aj4m4/,2021-12-03,spain,Valencia,Espanyol,SP1,53,4074
2VO3wEch/,2021-12-03,germany,Kaiserslautern,Hertha Berlin,D1,24,5673
AB698N9o/,2021-12-03,italy,Internazionale,Udinese,I1,43,22562
AFIcv9JG/,2021-12-03,france,AC Ajaccio,Lille,F1,88,15677
dAHKm2XM/,2021-12-03,spain,Racing Santander,Villarreal,SP1,45,17829
EX2yflJ3/,2021-12-03,france,Montpellier,Lorient,F1,120,23061
fwcihQIi/,2021-12-03,spain,Sporting Gijon,Real Madrid,SP1,54,1455
fwqygXCH/,2021-12-03,england,Wigan,Arsenal,E0,72,15977
GCL5xmlT/,2021-12-03,france,Brest,St Etienne,F1,110,24560
Gnbmg63o/,2021-12-03,spain,Barcelona,Levante,SP1,21,3048
h85aKAx8/,2021-12-03,england,Blackburn,Swansea,E0,33,2291
hIESeAli/,2021-12-03,france,Evian Thonon Gaillard,Valenciennes,F1,93,23368
K6Zbvfrn/,2021-12-03,germany,SC Freiburg,Hannover 96,D1,72,4088
lnNByhS4/,2021-12-03,germany,VfL Wolfsburg,Mainz,D1,100,12731
MuTBdFDh/,2021-12-03,england,Manchester City,Norwich City,E0,61,23231
nZWxLWsO/,2021-12-03,germany,Bayern Munich,Werder Bremen,D1,47,13872
pUbM5Lg4/,2021-12-03,italy,Napoli,Lecce,I1,70,28251
pzzkwhDU/,2021-12-03,england,Aston Villa,Manchester Utd,E0,119,18266
reHKfgr5/,2021-12-03,england,QPR,West Brom,E0,104,14257
Sz7ug8Y9/,2021-12-03,france,Nice,Stade Rennes,F1,49,894
tMN7xYCb/,2021-12-03,germany,VfB Stuttgart,FC Cologne,D1,95,27694